CustomerID,age,salary_k,tenure_years,number_of_logins,complaints,engagement_score,subscription_type,region,device_type,signup_date,last_active_date,churn
CUST_88DE978A,34.17774511495498,11.44355869146514,0.01,24,7,11.0,Basic,USA,Smart TV,2016-12-16,2024-07-24,1
CUST_0E37984E,50.21266556862345,27.185198790505847,,20,4,18.03,Standard,India,Smart TV,2015-09-20,2024-02-04,0
CUST_63A02E6F,40.769259883184326,16.58748053507497,2.5,28,2,20.62,Basic,India,Mobile,2021-11-30,2024-02-16,0
CUST_BE18F94F,43.200797568138185,18.687068042740233,8.32,19,0,25.68,Basic,USA,Web,2016-09-08,2024-10-20,0
CUST_ACFA64B3,44.001373592405905,22.581934714559537,2.71,15,3,12.12,Standard,Germany,Web,2016-10-31,2024-12-20,0
CUST_C6C97968,23.44153087640604,21.464875601714148,10.0,21,4,28.82,Basic,UK,Mobile,2017-02-08,2024-02-07,1
CUST_56188E82,29.568441079206337,24.471133743998713,5.77,27,7,25.99,Basic,India,Mobile,2019-07-08,2024-09-06,0
CUST_8F2CFF12,37.51517958877407,35.328596641153,9.21,16,2,28.69,Standard,India,Web,2022-04-13,2024-05-13,0
CUST_90721EB2,24.690914030276552,22.110315681030094,1.19,16,2,9.89,Standard,UK,Web,2015-06-19,2024-10-28,0
CUST_1FC955EE,43.22779675823421,32.835562258049094,0.49,23,2,13.43,Standard,Canada,Mobile,2019-01-09,2024-09-16,0
CUST_24CF216C,44.150555407867294,23.899295577964526,4.78,20,2,18.52,Basic,India,Mobile,2015-05-25,2024-12-01,0
CUST_1D823380,42.601624778057484,41.00965597574938,4.63,19,1,18.25,Standard,India,Mobile,2022-07-12,2024-10-18,0
CUST_9CAAB854,29.229002362771364,21.434225275690203,0.71,11,1,9.51,Standard,UK,Mobile,2018-11-09,2024-01-08,0
CUST_EA1CA73A,54.02773033411926,24.37483576454379,4.34,14,1,14.5,Standard,UK,Mobile,2023-07-21,2024-03-13,0
CUST_2AD3A1CC,54.18825760783891,20.67876760708277,2.62,20,4,16.7,Standard,India,Smart TV,2022-05-23,2024-04-17,1
CUST_1FF70419,40.06360420174148,25.081945690732077,0.35,15,3,7.13,Standard,UK,Web,2022-05-04,2024-03-16,0
CUST_F70103F7,42.252656747220556,18.501951117477443,2.09,18,2,9.37,Basic,UK,Mobile,2018-09-19,2024-12-12,0
CUST_9D13934F,40.38998371274908,17.568331527137317,8.03,15,3,25.55,Basic,Germany,Mobile,2018-02-19,2024-09-05,0
CUST_A95A4794,43.08932638675969,36.05959197481298,2.12,16,3,15.13,Standard,Canada,Mobile,2023-10-19,2024-12-28,0
CUST_61E95E1E,36.32556036411216,14.286684273414407,4.66,16,2,16.45,Basic,India,Mobile,2021-04-06,2024-10-14,0
CUST_85864F78,37.74710531553649,22.549622451030274,0.09,12,2,8.47,Standard,India,Web,2015-04-30,2024-08-13,0
CUST_82E783B6,45.22160344700487,39.10518100915872,3.91,26,0,18.87,Standard,USA,Mobile,2024-06-02,2024-11-09,0
CUST_9536D9E7,60.514076468030524,20.9943342018134,8.8,11,2,25.63,Standard,India,Web,2024-03-16,2024-08-15,0
CUST_DFA0219C,26.947217177933805,35.80492110562274,2.08,29,5,18.0,Standard,India,Web,2024-11-20,2024-11-28,0
CUST_42F20D8E,36.86835480053265,18.67411313101451,1.24,21,6,11.64,Basic,UK,Web,2019-03-08,2024-07-14,1
CUST_395B5EE8,30.19754206021517,14.874675180148786,3.12,22,4,15.22,Basic,India,Smart TV,2021-09-03,2024-10-29,1
CUST_E1894AC4,53.66336808184977,12.107988300298139,7.44,22,3,29.22,Basic,Canada,Smart TV,2018-05-29,2024-02-09,0
CUST_92C294E3,31.281306418417234,45.470197417887846,,15,2,8.63,Premium,USA,Mobile,2016-12-08,2024-06-29,0
CUST_E81C3076,23.880011402910473,15.494279730494059,1.55,24,4,17.62,Basic,UK,Mobile,2020-12-19,2024-02-22,1
CUST_0A064526,42.705684439289456,35.55579815612084,0.51,13,4,7.13,Standard,India,Web,2020-04-06,2024-11-07,0
CUST_987AE333,55.318016275039135,16.38361525691026,2.06,19,4,13.53,Basic,USA,Web,2022-05-15,2024-10-27,1
CUST_2A1C4468,46.447370335315426,48.019303613281714,2.33,14,0,9.45,Standard,USA,Smart TV,2017-06-14,2024-06-11,0
CUST_4BC438B5,39.15210272889141,,8.66,18,5,29.47,Standard,USA,Mobile,2021-09-11,2024-09-22,0
CUST_82379633,42.6479962647883,12.215211242925877,1.6,16,2,10.28,Basic,UK,Mobile,2024-10-21,2024-05-10,0
CUST_24685924,50.20336451564706,14.937531773598245,2.51,24,5,17.91,Basic,UK,Web,2021-01-03,2024-06-06,1
CUST_AA3BBE7A,28.82003561874852,34.24817287200039,6.5,28,1,24.3,Standard,USA,Mobile,2021-11-14,2024-05-01,0
CUST_8C284538,37.74434387472452,31.572745242631147,1.16,31,2,17.36,Basic,India,Mobile,2016-08-18,2024-10-02,0
CUST_53C8D6E3,35.03681858196036,36.166543199504396,3.36,13,2,13.83,Standard,USA,Mobile,2021-02-01,2024-03-30,0
CUST_86FEA57D,26.240514894529788,21.181936453892554,4.25,17,3,16.51,Basic,UK,Mobile,2016-10-28,2024-02-15,0
CUST_25DCF6AF,34.18108026535034,61.29462385506894,1.2,19,1,10.77,Standard,Germany,Mobile,2015-09-27,2024-04-10,0
CUST_B4D483FC,49.25127888410421,26.83724900384436,0.54,27,3,10.12,Basic,India,Web,2023-09-19,2024-09-06,0
CUST_94AFCE58,43.611387086907165,14.031524653385073,2.1,15,4,12.02,Basic,Canada,Mobile,2016-04-10,2024-03-21,1
CUST_1EC68AA2,43.837836438669136,23.268231180890343,1.32,20,4,12.5,Basic,India,Web,2022-08-13,2024-04-21,1
CUST_39D408B4,40.532667174736225,14.072413617720175,0.93,18,6,8.65,Basic,UK,Web,2019-12-08,2024-01-24,1
CUST_B20D040D,43.055519150616306,49.86970963256235,10.0,16,1,28.5,Premium,USA,Web,2024-06-29,2024-06-04,0
CUST_02E4B6BD,33.34681077681046,17.352126832135855,2.09,22,5,17.63,Basic,Canada,Mobile,2019-04-09,2024-02-08,1
CUST_EF66026B,36.03798518502984,32.522501379983005,5.82,25,2,21.72,Basic,India,Mobile,2017-11-21,2024-04-12,0
CUST_C1244887,41.09062204691087,20.08073467182073,0.65,23,4,9.39,Basic,Canada,Mobile,2022-09-17,2024-09-23,1
CUST_DE863804,40.7328580516649,,8.41,24,3,25.7,Basic,India,Mobile,2024-05-01,2024-10-21,0
CUST_E71E6014,41.77623330966856,10.871568978625028,4.75,17,2,17.48,Basic,USA,Mobile,2023-03-18,2024-04-28,0
CUST_92E61AF6,32.201865798813806,35.210932251037654,4.96,13,1,14.56,Standard,Canada,Smart TV,2015-11-30,2024-11-14,0
CUST_1733E81A,34.15712139551505,43.823196124099574,1.48,12,1,11.15,Premium,USA,Web,2024-10-24,2024-02-03,0
CUST_529BA4FF,66.05915491181716,17.574489534816927,1.99,15,3,9.36,Basic,India,Mobile,2018-12-13,2024-08-19,1
CUST_64EF1810,46.51859435533725,13.331703324423627,2.7,22,0,16.84,Basic,UK,Web,2021-12-02,2024-02-17,0
CUST_ADB94BE7,43.14042147933561,36.32254773816353,4.68,12,2,13.51,Standard,India,Smart TV,2016-10-21,2024-10-29,0
CUST_476C6B28,35.4308562570189,12.166486212429092,,26,5,23.59,Basic,UK,Mobile,2016-12-26,2024-10-01,1
CUST_30CCAA69,33.01577174828835,43.34395187091082,0.24,15,2,6.02,Premium,India,Mobile,2017-07-20,2024-05-20,0
CUST_00B490B8,37.219149867466385,16.61531173827337,7.03,21,0,25.49,Basic,India,Mobile,2018-11-08,2024-05-05,0
CUST_F86AFE79,39.73820476490625,15.34022766805623,8.32,26,0,30.7,Basic,Germany,Mobile,2017-04-25,2024-01-23,0
CUST_9BED4B37,20.085562554870116,30.145093818040863,2.7,23,2,18.02,Standard,USA,Web,2017-10-27,2024-10-23,0
CUST_0662FB87,23.10782394398233,16.939260235509558,0.62,24,6,12.67,Basic,India,Web,2020-02-25,2024-07-06,1
CUST_B20F590E,33.28674682524944,18.072380194149407,5.12,22,3,17.65,Basic,Canada,Smart TV,2022-04-17,2024-05-20,0
CUST_7ABBEC8C,37.70132062853566,30.433530361758216,2.39,21,2,13.81,Standard,India,Smart TV,2022-03-31,2024-04-14,0
CUST_4B9514AE,38.19227615184276,8.088768456715995,5.1,26,5,26.76,Basic,India,Smart TV,2021-08-14,2024-07-25,1
CUST_449BDEE9,48.67657856866348,54.71249918254215,5.06,17,2,18.21,Premium,USA,Web,2023-10-19,2024-08-04,0
CUST_F87D4D2D,25.990477995965403,25.65039005276198,0.27,14,2,6.77,Standard,India,Mobile,2015-03-22,2024-01-24,0
CUST_59D515C1,30.50419380465371,14.261645503755965,2.8,19,1,17.8,Basic,India,Web,2016-10-10,2024-05-08,0
CUST_E1B1D9E6,53.75450753327451,16.33341607109025,1.98,33,5,20.57,Basic,India,Web,2015-05-04,2024-10-28,1
CUST_B55F9135,37.85080955278219,37.502664393629054,8.76,23,3,28.62,Basic,India,Mobile,2018-11-18,2024-10-29,0
CUST_F34286BD,43.79768271097307,,1.06,13,3,9.57,Basic,USA,Smart TV,2021-01-27,2024-07-03,0
CUST_C6E34125,54.03955975980224,47.82632085332705,0.69,19,2,13.91,Standard,Germany,Web,2015-08-28,2024-03-16,0
CUST_1D5817B5,30.557812503007817,18.153832519930987,6.82,13,2,17.9,Basic,India,Mobile,2022-09-07,2024-12-23,0
CUST_2B9EA2F6,35.9815289908344,28.973132106122556,0.48,25,0,10.89,Standard,UK,Mobile,2015-10-25,2024-12-20,0
CUST_E4BA5407,34.72852786983199,30.575548373365727,3.48,15,3,13.2,Standard,India,Web,2024-04-15,2024-02-18,0
CUST_A0E84CD7,21.296033968607997,31.38955110792615,1.07,25,2,14.69,Standard,India,Mobile,2015-11-17,2024-11-05,0
CUST_F57A724F,36.00284691644724,173.374611322354,2.52,69,4,17.55,Premium,India,Web,2017-07-20,2024-03-21,0
CUST_4B55AADB,46.52115944740285,19.10411068203881,2.87,22,1,19.37,Basic,UK,Mobile,2017-02-01,2024-10-19,0
CUST_535E230A,40.59103474615295,25.11949741497705,1.62,17,2,10.44,Standard,India,Mobile,2016-10-28,2024-01-16,0
CUST_D7EE07EA,43.664472696759496,19.980151633424402,10.0,20,7,29.07,Basic,India,Mobile,2015-05-31,2024-08-31,1
CUST_020CDAD8,35.871035820214004,25.56228385833865,0.42,13,6,9.69,Standard,USA,Mobile,2019-07-22,2024-03-11,1
CUST_7FEE7FF7,33.05923251490651,32.16666437490961,1.49,24,4,15.63,Standard,USA,Mobile,2018-06-20,2024-07-07,1
CUST_73768777,51.08673940603795,12.274261304019255,1.69,15,3,10.31,Basic,UK,Web,2021-11-24,2024-06-10,0
CUST_92EC5F62,33.68717182446187,37.24959675615049,2.99,14,2,12.6,Premium,India,Mobile,2016-11-18,2024-11-08,0
CUST_748443EA,40.3827564892127,13.906300068540752,1.57,22,3,16.89,Basic,India,Mobile,2024-01-06,2024-07-30,0
CUST_B6521B9D,41.70062519331965,24.031701291918363,0.31,13,2,12.5,Standard,India,Mobile,2018-08-07,2024-10-16,0
CUST_650D8373,50.79702370899086,44.55411877805961,8.84,17,2,29.45,Premium,Germany,Web,2021-02-19,2024-01-27,0
CUST_248E6ACA,48.31202389979585,29.82541128920744,1.61,17,3,11.93,Standard,USA,Mobile,2022-05-22,2024-09-15,0
CUST_65360506,27.141905568565328,28.546239555450462,1.26,17,1,11.77,Standard,India,Smart TV,2023-01-03,2024-11-24,0
CUST_B3A6ED57,26.639966282123538,14.493174708631125,1.78,32,1,21.37,Basic,USA,Mobile,2021-08-14,2024-01-13,0
CUST_7004809B,47.391448119698346,16.282251590861815,0.73,18,1,7.55,Basic,UK,Web,2019-12-03,2024-02-14,0
CUST_BFD59E0F,38.76874165894587,37.75465756806983,0.32,18,1,9.11,Standard,India,Web,2024-04-25,2024-07-21,0
CUST_1633A337,34.03394154845081,19.383614863947123,0.48,19,4,9.17,Basic,India,Mobile,2015-02-20,2024-04-08,1
CUST_90E2AA1A,48.137262420972945,20.254494033984088,0.55,25,6,14.36,Basic,Germany,Web,2024-06-13,2024-09-12,1
CUST_5F2845C2,36.892576968788866,37.74574518519298,0.66,19,2,8.48,Basic,India,Mobile,2023-03-04,2024-12-05,0
CUST_4BC3AF26,38.94761603512355,15.399056512034717,1.63,24,5,18.78,Basic,India,Mobile,2016-12-02,2024-05-19,1
CUST_255363F6,45.961826217142544,29.49175378790532,2.93,26,4,19.36,Basic,Germany,Mobile,2022-07-28,2024-05-05,0
CUST_015122AF,34.14030354943365,24.802092217466587,2.97,18,5,14.24,Basic,India,Mobile,2023-02-13,2024-08-01,0
CUST_42C07F48,50.688108392148926,25.4134071171192,0.0,23,5,11.22,Standard,USA,Mobile,2023-11-03,2024-09-20,0
CUST_49731A85,28.61495159510735,20.744366681332572,7.61,28,3,30.75,Basic,USA,Web,2015-12-06,2024-03-18,0
CUST_04270713,47.10901321952309,19.20471458485791,5.19,15,4,15.04,Basic,UK,Web,2020-01-26,2024-04-26,1
CUST_2605A166,51.99152674634347,15.470318640931612,9.97,22,3,29.37,Basic,India,Mobile,2021-09-17,2024-10-08,0
CUST_235A0C74,23.390443483996638,30.995967007099615,1.34,14,3,11.26,Standard,UK,Web,2023-07-03,2024-12-26,0
CUST_B4FD3EE7,36.74997677871478,16.472634206372952,3.28,23,5,16.73,Basic,USA,Mobile,2024-04-25,2024-04-25,1
CUST_D4B1A44E,49.297175809779546,40.54975165003306,0.55,13,2,9.87,Standard,India,Mobile,2016-01-06,2024-01-27,0
CUST_80CDC2A7,47.74039835265935,23.425101603176298,5.1,18,1,18.83,Standard,UK,Mobile,2019-10-04,2024-05-03,0
CUST_78C11835,33.70123121281209,15.37276357471539,0.53,17,2,9.22,Basic,Germany,Mobile,2017-04-01,2024-01-06,0
CUST_F4448F63,30.840200975204343,22.184775442520397,1.18,25,4,13.75,Basic,India,Web,2018-12-26,2024-02-24,1
CUST_E3A3963C,46.904547750820306,20.288314957876313,2.02,26,3,18.39,Basic,UK,Mobile,2015-04-17,2024-07-24,0
CUST_1CBB368B,51.97227257793513,39.74346147488036,2.71,14,4,13.16,Standard,India,Mobile,2021-08-21,2024-03-07,0
CUST_541F3962,27.536957394390598,21.40454253837977,2.46,16,0,12.38,Standard,Germany,Mobile,2017-02-19,2024-11-19,0
CUST_A00107F7,25.83319382386841,21.676400402172565,0.32,25,0,14.87,Standard,UK,Mobile,2019-03-16,2024-04-16,0
CUST_6AC114DA,39.67234398512059,46.06408288514021,1.64,15,0,8.29,Premium,USA,Mobile,2017-11-27,2024-03-07,0
CUST_370D0BE1,43.87270216491077,32.06666225566774,7.69,14,1,21.31,Basic,USA,Web,2018-09-03,2024-05-17,0
CUST_9F4033BD,35.08089516277602,57.77505625462886,6.18,16,0,19.29,Standard,UK,Web,2023-07-02,2024-11-23,0
CUST_92BE8267,44.568424175267054,47.74144008313076,2.68,25,0,15.97,Standard,UK,Mobile,2015-01-25,2024-02-07,0
CUST_42DBCD43,32.48739746491992,19.101331495025804,2.55,27,1,19.01,Basic,India,Mobile,2018-12-25,2024-04-06,1
CUST_0508A415,20.804268326150254,36.46825957968136,0.36,13,4,4.72,Standard,UK,Web,2021-03-07,2024-06-24,1
CUST_105B0BED,37.64897069375888,52.28460184353415,0.67,18,1,8.48,Premium,Germany,Web,2021-09-21,2024-07-22,0
CUST_884C3727,39.24613286631339,52.24296854478389,0.87,12,0,7.53,Premium,India,Mobile,2020-08-21,2024-03-08,0
CUST_A60FB3B5,36.12406531512236,40.06377969857401,2.01,25,1,14.16,Standard,UK,Mobile,2021-06-28,2024-10-11,0
CUST_A3C999C1,27.350068740908846,39.766978290584596,3.94,14,1,16.16,Standard,India,Smart TV,2018-05-13,2024-12-12,0
CUST_669E53C1,20.886927965426466,21.70955075572498,1.85,14,3,13.58,Standard,Canada,Mobile,2024-09-20,2024-03-13,0
CUST_A28A37B2,34.0402116861179,16.36579822257566,0.4,16,2,9.9,Basic,India,Mobile,2022-02-08,2024-06-21,1
CUST_7A9DAB6E,45.06594775599875,21.12522803296705,1.74,14,2,10.13,Standard,India,Web,2020-07-26,2024-04-27,0
CUST_CBB7E678,48.73946499472826,12.544932394599238,0.53,27,8,12.47,Basic,USA,Mobile,2023-10-16,2024-01-28,1
CUST_7A85B5E8,49.488145487961496,46.714238354378175,4.17,17,0,15.73,Premium,USA,Mobile,2015-07-13,2024-11-25,0
CUST_4641088F,32.74763127558716,22.60724432611383,0.55,21,6,9.78,Basic,USA,Smart TV,2015-09-03,2024-09-28,1
CUST_8DDD1EDE,25.921854812132224,44.708184709908345,1.98,7,1,9.9,Premium,India,Web,2016-12-03,2024-04-26,0
CUST_FA0E1C27,42.03548468033039,14.521160982311478,3.55,24,2,19.81,Basic,Canada,Mobile,2020-04-07,2024-09-20,0
CUST_FA400B3A,42.86476817983436,38.869840603693824,,18,0,10.21,Premium,UK,Mobile,2020-01-30,2024-09-29,0
CUST_81BF24F3,41.331653666228064,20.32995910601858,0.24,21,3,12.34,Basic,Canada,Mobile,2016-10-31,2024-02-27,0
CUST_D01D72AC,20.761291116717878,,2.49,20,4,11.47,Basic,India,Smart TV,2022-11-20,2024-05-14,1
CUST_CCB9293A,28.371109319740924,56.893685265873046,0.17,21,0,10.43,Premium,India,Web,2022-09-19,2024-08-08,0
CUST_4216F36E,37.57829961034296,41.89592872010635,2.66,11,1,15.13,Premium,India,Smart TV,2015-05-10,2024-04-03,0
CUST_4DBE7D6D,42.26800961510268,114.52149525478542,4.2,72,4,21.25,Standard,USA,Mobile,2017-11-04,2024-07-20,0
CUST_682D1BBF,44.81226340277096,27.60134631331131,1.2,27,6,12.1,Basic,Germany,Web,2024-07-30,2024-08-09,0
CUST_76FDF6FF,38.16946836335906,31.475235508614418,2.01,24,2,15.14,Standard,India,Web,2019-11-08,2024-11-08,0
CUST_6932C031,42.645670666293555,28.201044185188614,7.93,20,2,25.67,Standard,Canada,Smart TV,2023-08-11,2024-10-06,0
CUST_5F8F3C24,39.86931801078193,18.518104888523204,1.91,20,6,15.36,Basic,Canada,Mobile,2021-11-22,2024-07-04,1
CUST_3B143505,42.729276509539424,21.995501708275174,10.0,18,1,25.6,Standard,India,Web,2016-10-05,2024-08-22,0
CUST_52C27E02,42.394055075268284,55.52215532365766,0.51,18,7,10.14,Standard,India,Mobile,2022-01-29,2024-03-25,0
CUST_F4378DC7,37.93867465056346,86.25761349649268,3.7,10,0,11.47,Premium,Canada,Smart TV,2020-06-08,2024-04-22,0
CUST_070CF95F,36.713861460571174,50.59405712064562,3.17,15,1,14.27,Premium,Canada,Mobile,2022-01-02,2024-12-24,0
CUST_F92E7EFA,40.322922568889624,28.624536211027173,6.17,11,2,19.38,Standard,USA,Mobile,2016-02-10,2024-04-20,0
CUST_21C44FA9,41.01306016948462,22.298070216314677,0.29,19,3,11.28,Basic,USA,Smart TV,2020-11-04,2024-05-08,0
CUST_6586A977,41.63273742643023,18.369164428954935,0.99,22,5,13.7,Basic,India,Mobile,2015-04-04,2024-03-04,1
CUST_345E89EA,44.0760123298703,17.79811349093131,0.43,26,3,9.04,Basic,India,Mobile,2016-09-08,2024-01-04,0
CUST_B54ACA67,49.0315819393096,19.34292338210727,8.11,25,0,26.5,Basic,India,Mobile,2016-03-19,2024-09-15,0
CUST_FEDA50BF,42.58096559437394,69.71825207467145,1.67,21,1,11.67,Premium,Canada,Mobile,2016-08-04,2024-07-31,0
CUST_FB32A433,32.737891858209174,58.72182826842208,7.23,29,5,33.5,Standard,India,Web,2016-06-30,2024-11-25,0
CUST_FDDE72E0,44.900536996217646,32.19722156069412,1.05,27,2,16.38,Standard,India,Mobile,2024-04-28,2024-06-29,0
CUST_9D077F16,25.961857007761374,16.95126704711551,0.41,18,4,9.03,Basic,Canada,Web,2017-05-03,2024-09-28,1
CUST_C64D891B,27.4280412789996,41.22417930059789,1.06,21,2,13.83,Basic,UK,Smart TV,2015-08-21,2024-06-16,0
CUST_6B3203CA,39.09350499569924,,2.73,16,2,11.95,Standard,India,Mobile,2022-06-05,2024-12-12,0
CUST_3399C6B6,42.74392904030097,10.656882372954605,5.6,15,2,18.85,Basic,India,Mobile,2018-02-26,2024-08-14,0
CUST_9C3B99E6,26.146840163220904,28.701321279690074,1.46,20,1,14.89,Standard,Canada,Smart TV,2017-04-17,2024-05-31,0
CUST_E5CF51BD,34.48975773530604,17.252329279022696,7.39,25,2,28.66,Basic,USA,Smart TV,2024-09-04,2024-01-07,0
CUST_2F37B967,32.95667929141706,18.04208377224918,0.84,30,2,20.68,Basic,USA,Mobile,2020-04-16,2024-10-15,1
CUST_90E96058,33.498180557561064,23.980165709662103,3.55,18,2,16.62,Standard,Canada,Mobile,2021-01-30,2024-02-05,0
CUST_B47B6F7F,46.24890224933252,21.125682946676715,3.99,17,3,16.7,Basic,India,Mobile,2018-11-14,2024-12-09,0
CUST_93B1677D,43.66583148055211,24.53948980392343,0.96,15,1,13.32,Basic,USA,Web,2018-03-06,2024-01-26,0
CUST_AF89CFB8,36.61550523415376,24.441929978957496,0.08,31,4,14.56,Basic,Germany,Smart TV,2015-08-11,2024-06-05,1
CUST_C1E02901,31.45593966508728,11.312062892443766,1.36,18,3,16.99,Basic,USA,Mobile,2018-10-22,2024-01-19,0
CUST_31FA5874,24.769031130304374,50.94886918168811,0.14,10,0,4.88,Premium,India,Smart TV,2020-08-27,2024-05-23,0
CUST_30AE37A4,52.16850896843823,16.524754997316002,6.93,26,7,26.94,Basic,Germany,Mobile,2019-12-14,2024-06-07,1
CUST_183AD8F2,44.614162019192925,17.389601353258346,9.21,24,2,31.0,Basic,USA,Smart TV,2018-02-12,2024-11-20,0
CUST_F3F799B6,33.71443319470961,20.931309566773102,3.99,16,0,13.01,Standard,USA,Web,2020-07-21,2024-03-19,0
CUST_2EA01C5F,43.83792678806969,24.997505543675835,3.89,16,3,15.31,Standard,India,Mobile,2019-05-02,2024-07-23,0
CUST_D41669F5,40.02832661655885,47.46292858258747,0.83,13,2,6.37,Premium,India,Smart TV,2021-11-24,2024-01-08,0
CUST_60C80333,35.339211902346044,29.330768198458262,0.23,22,1,12.73,Standard,India,Web,2020-01-17,2024-01-24,0
CUST_DCC486C6,40.11143413626022,32.76263347183528,4.86,26,2,21.84,Standard,UK,Smart TV,2016-11-18,2024-10-26,0
CUST_9D8C2420,32.920566951644226,29.730110808986225,2.46,20,0,14.87,Standard,USA,Mobile,2022-08-16,2024-06-10,0
CUST_12267373,35.01422117106238,28.5727912853327,3.43,29,5,20.95,Basic,USA,Mobile,2020-10-18,2024-10-08,0
CUST_1433E116,39.27851186256912,30.131712513272706,4.54,14,1,14.5,Standard,UK,Smart TV,2015-08-11,2024-04-23,0
CUST_BDD66D8E,32.453488373921644,10.573194263936202,1.58,28,1,18.95,Basic,USA,Smart TV,2020-01-10,2024-05-08,0
CUST_CBA923D6,44.09879458463825,23.716516903599366,0.47,27,2,16.81,Standard,India,Web,2024-06-25,2024-12-03,0
CUST_F4B9F816,55.036672327328716,42.73227670882242,4.75,13,1,13.38,Premium,UK,Mobile,2016-09-15,2024-07-05,0
CUST_D25CCB7C,31.55885988938278,146.33532823243482,1.81,18,2,12.01,Standard,USA,Web,2019-01-10,2024-05-18,0
CUST_09CB06FC,22.56301679967758,14.771089881335314,5.26,23,1,21.9,Basic,India,Mobile,2022-10-17,2024-09-30,0
CUST_DC03496C,21.310260940863262,31.33350043758115,1.73,21,1,10.07,Basic,India,Mobile,2016-10-13,2024-09-19,0
CUST_4C2E5E90,36.64817985290401,,0.73,20,2,11.76,Basic,India,Mobile,2015-10-03,2024-05-09,0
CUST_59F218B5,32.53804745285709,247.85618440463378,,60,1,12.07,Standard,USA,Smart TV,2019-02-26,2024-05-16,0
CUST_CE5A83E5,40.10975243806849,14.96781582013096,4.09,26,6,21.68,Basic,India,Mobile,2024-06-29,2024-06-30,1
CUST_17291974,39.64708700715117,35.29743458290351,2.57,16,0,12.53,Standard,USA,Mobile,2018-08-17,2024-02-14,0
CUST_1CE1F548,23.740909388937684,13.106720367490489,1.56,32,2,20.28,Basic,Canada,Mobile,2015-03-08,2024-08-01,0
CUST_2665E53F,22.847165132479162,21.82468583171256,2.03,27,3,18.22,Basic,UK,Web,2019-11-30,2024-02-20,0
CUST_62DAC14B,42.615573726301214,25.21327679551988,2.39,20,2,11.65,Standard,India,Web,2021-06-30,2024-03-09,0
CUST_8CCB0ECA,38.868892622075364,41.48367185360263,0.82,18,2,12.47,Standard,USA,Mobile,2021-09-29,2024-10-17,0
CUST_6A3A4CEF,31.685124430505223,15.56862505524294,1.43,23,3,14.87,Basic,India,Smart TV,2018-11-03,2024-01-19,0
CUST_45F36114,23.81128525156653,34.330839193951476,1.04,22,1,15.36,Basic,India,Web,2024-04-26,2024-06-03,0
CUST_F18CCFCF,44.12453805054235,26.1629607431771,1.48,20,3,12.4,Basic,UK,Mobile,2019-03-18,2024-05-28,0
CUST_645BD659,49.163862080549826,26.349045553690846,2.08,14,2,14.9,Basic,USA,Smart TV,2022-12-15,2024-04-10,0
CUST_34F34FCB,40.90174491694781,38.386199311999114,0.57,24,3,14.13,Standard,India,Mobile,2024-05-02,2024-12-03,0
CUST_4F1EA7F3,29.24426835719866,15.25620932792702,1.5,14,2,12.39,Basic,UK,Web,2016-04-13,2024-08-24,0
CUST_EA253050,38.627298273566225,35.09580535808764,1.46,21,1,12.81,Standard,Germany,Smart TV,2017-06-21,2024-05-01,0
CUST_A4F30DF3,26.916518924232403,20.890851543034227,1.01,13,0,10.1,Basic,UK,Smart TV,2021-05-20,2024-01-13,0
CUST_DD2CF164,47.930128898105906,40.04602895781599,10.0,15,1,28.32,Standard,USA,Mobile,2020-05-07,2024-10-20,0
CUST_F30F04A9,38.724929010806605,29.731762441832263,0.23,22,0,12.44,Basic,India,Smart TV,2024-05-22,2024-06-01,0
CUST_3ACCDF63,23.663851100875483,21.125492559628462,3.09,15,2,15.49,Standard,India,Mobile,2023-01-19,2024-04-23,0
CUST_3998B336,34.302837319231585,18.951687770872038,0.58,19,2,10.03,Basic,India,Web,2024-11-09,2024-09-17,1
CUST_937E8911,42.10868637682058,37.189572557851186,5.49,21,1,18.01,Standard,India,Mobile,2018-04-02,2024-12-25,0
CUST_77F1E6FB,34.60456059919428,45.71163397055536,7.37,12,2,23.26,Premium,UK,Web,2017-01-28,2024-11-15,0
CUST_ED9B749B,35.10807886360008,19.121177466842862,1.54,22,3,13.2,Basic,UK,Web,2020-05-05,2024-09-22,0
CUST_3BCD910C,26.214994375714955,13.89739282845334,5.2,21,2,20.42,Basic,USA,Mobile,2020-10-06,2024-11-26,0
CUST_8431F21A,41.542572989704176,36.769431018085164,0.86,21,2,12.4,Basic,Canada,Mobile,2019-02-24,2024-08-01,0
CUST_275BDAF5,33.59543055146388,13.361433405152134,0.45,21,2,11.14,Basic,India,Web,2018-08-14,2024-08-20,1
CUST_5D992D78,21.4610512113368,14.499905901672026,1.14,16,4,11.24,Basic,USA,Smart TV,2022-06-30,2024-09-11,1
CUST_89EF1CC4,33.26273275805805,14.45243050724671,1.25,19,4,7.27,Basic,India,Smart TV,2017-02-07,2024-04-19,1
CUST_8EF28A25,46.73697230625504,20.203088303830206,1.52,22,0,14.97,Standard,India,Mobile,2024-04-19,2024-07-05,0
CUST_B9B7E1A7,35.3435985932383,13.801998198907697,1.4,22,4,15.8,Basic,Germany,Mobile,2018-06-16,2024-02-19,1
CUST_D0C8BA78,55.48637417141182,10.419633977708564,1.59,22,4,14.25,Basic,Germany,Web,2018-04-24,2024-01-19,1
